Order ID,Product,Quantity,Price,Order Date,Region
178,Product C,3,98,2023-05-15,South America
179,Product A,1,61,2023-01-22,Europe
180,Product C,4,81,2023-11-27,North America
181,Product A,4,84,2023-08-13,North America
182,Product C,2,70,2023-02-27,North America
183,Product B,4,73,2023-04-03,South America
184,Product C,2,14,2023-07-11,North America
185,Product A,3,62,2023-04-13,Europe
186,Product A,2,64,2023-01-07,South America
187,Product B,1,46,2023-05-08,Europe
188,Product C,2,65,2023-02-24,North America
189,Product C,1,68,2023-08-19,North America
190,Product B,2,78,2023-12-28,Europe
191,Product C,4,82,2023-03-03,South America
192,Product C,3,68,2023-08-28,South America
193,Product A,1,11,2023-03-31,Europe
194,Product C,2,74,2023-08-20,North America
195,Product C,2,69,2023-08-21,Asia
196,Product B,2,60,2023-12-20,Europe
197,Product B,4,39,2023-11-29,Europe
198,Product D,4,20,2023-10-19,Europe
199,Product A,1,85,2023-12-11,North America
200,Product C,1,48,2023-06-01,South America
201,Product C,4,99,2023-05-25,North America
202,Product D,1,86,2023-05-10,Europe
203,Product C,3,81,2023-05-21,North America
204,Product A,3,72,2023-04-03,North America
205,Product D,4,73,2023-04-24,Europe
206,Product A,1,70,2023-10-11,North America
207,Product D,2,63,2023-05-23,Asia
208,Product D,3,82,2023-08-11,North America
209,Product B,4,67,2023-08-20,North America
210,Product A,1,94,2023-02-02,South America
211,Product C,4,65,2023-10-03,South America
212,Product C,2,43,2023-06-19,Europe
213,Product A,3,40,2023-05-20,Europe
214,Product C,4,61,2023-12-23,South America
215,Product C,4,98,2023-07-20,Asia
216,Product A,4,85,2023-01-23,North America
217,Product D,2,10,2023-08-12,Asia
218,Product A,4,64,2023-09-27,Asia
219,Product D,2,31,2023-12-13,South America
220,Product C,2,49,2023-06-02,Europe
221,Product C,2,10,2023-11-29,North America
222,Product C,3,74,2023-03-26,Europe
223,Product B,3,72,2023-04-19,Asia
224,Product D,4,63,2023-01-31,Asia
225,Product B,4,51,2023-08-17,Europe
226,Product B,3,30,2023-08-28,Europe
227,Product A,1,88,2023-12-29,South America
228,Product B,3,90,2023-11-06,Europe
229,Product A,2,31,2023-05-21,Europe
230,Product A,3,47,2023-06-05,South America
231,Product B,2,89,2023-10-26,Europe
232,Product D,4,17,2023-12-11,Asia
233,Product D,1,71,2023-04-09,Europe
234,Product D,4,56,2023-02-16,North America
235,Product D,2,26,2023-11-23,Asia
236,Product D,2,26,2023-03-08,South America
237,Product B,2,99,2023-03-03,Asia
238,Product B,1,22,2023-04-19,South America
239,Product C,3,26,2023-06-16,North America
240,Product D,4,47,2023-02-06,North America
241,Product B,4,90,2023-04-29,Asia
242,Product C,3,87,2023-03-27,Europe
243,Product D,4,54,2023-02-21,Asia
244,Product A,1,15,2023-04-01,Asia
245,Product C,4,44,2023-10-16,North America
246,Product B,2,23,2023-12-03,South America
247,Product A,3,81,2023-10-25,Asia
248,Product A,1,70,2023-07-23,Europe
249,Product A,3,24,2023-08-26,North America
250,Product C,1,63,2023-06-04,Asia
251,Product B,2,36,2023-08-28,Asia
252,Product A,3,22,2023-05-16,Europe
253,Product D,4,40,2023-12-28,Asia
254,Product A,1,44,2023-03-05,Asia
255,Product A,3,69,2023-05-03,Asia
256,Product C,4,15,2023-09-11,Asia
257,Product C,3,78,2023-04-24,Europe
258,Product B,3,95,2023-01-20,Asia
259,Product D,3,67,2023-01-16,Asia
260,Product C,1,58,2023-05-25,Asia
261,Product A,4,32,2023-07-27,North America
262,Product B,2,98,2023-01-19,Europe
263,Product A,1,43,2023-06-15,North America
264,Product A,1,35,2023-02-07,North America
265,Product C,1,56,2023-06-30,Europe
266,Product B,2,14,2023-12-15,North America
267,Product D,4,99,2023-04-15,North America
268,Product D,4,29,2023-04-10,North America
269,Product C,4,15,2023-03-31,Europe
270,Product C,3,79,2023-10-27,Asia
271,Product B,3,68,2023-11-28,South America
272,Product D,3,73,2023-03-20,South America
273,Product D,2,27,2023-03-14,Europe
274,Product D,3,13,2023-06-25,South America
275,Product A,2,26,2023-04-06,Europe
276,Product D,4,23,2023-12-11,Europe
277,Product A,3,87,2023-04-13,South America
278,Product B,3,22,2023-08-12,North America
279,Product A,1,16,2023-01-06,Asia
280,Product B,2,53,2023-05-02,South America
281,Product D,4,24,2023-08-24,South America
282,Product D,1,28,2023-04-26,South America
283,Product B,1,72,2023-06-12,South America
284,Product C,4,44,2023-08-14,Europe
285,Product B,1,90,2023-08-18,Europe
286,Product C,2,44,2023-07-01,Asia
287,Product A,2,28,2023-09-06,Asia
288,Product A,3,29,2023-11-14,South America
289,Product A,1,44,2023-07-29,South America
290,Product D,3,41,2023-05-24,South America
291,Product A,1,57,2023-12-11,Asia
292,Product C,2,53,2023-04-06,South America
293,Product A,2,33,2023-12-12,North America
294,Product B,2,70,2023-09-01,Asia
295,Product B,1,26,2023-03-27,North America
296,Product D,2,80,2023-07-03,South America
297,Product B,1,59,2023-05-01,Europe
298,Product C,3,74,2023-11-28,North America
299,Product A,1,41,2023-04-02,Asia
300,Product D,3,45,2023-03-11,North America
301,Product A,1,22,2023-05-13,Asia
302,Product A,3,79,2023-10-06,South America
303,Product C,2,67,2023-05-17,North America
304,Product B,3,23,2023-11-10,Europe
305,Product B,2,46,2023-07-06,North America
306,Product A,2,88,2023-08-09,Europe
307,Product D,3,77,2023-02-15,Asia
308,Product B,1,49,2023-10-05,South America
309,Product D,1,68,2023-07-11,South America
310,Product B,4,89,2023-01-08,Europe
311,Product D,1,25,2023-10-03,Asia
312,Product C,4,71,2023-06-28,South America
313,Product D,1,13,2023-11-30,Asia
314,Product C,1,54,2023-02-08,Europe
315,Product C,2,99,2023-10-20,Europe
316,Product D,4,37,2023-06-27,North America
317,Product C,1,75,2023-06-11,South America
318,Product A,4,40,2023-11-27,South America
319,Product C,2,12,2023-04-14,North America
320,Product B,2,17,2023-06-10,Europe
321,Product D,4,33,2023-10-14,Europe
322,Product A,2,24,2023-05-03,Europe
323,Product D,3,52,2023-02-23,Europe
324,Product B,3,40,2023-02-03,Asia
325,Product B,2,82,2023-08-30,South America
326,Product B,3,54,2023-04-23,South America
327,Product C,1,75,2023-11-14,Europe
328,Product C,4,17,2023-01-23,Europe
329,Product D,1,80,2023-02-15,Europe
330,Product D,4,66,2023-11-08,South America
331,Product A,2,89,2023-05-15,South America
332,Product A,1,39,2023-04-28,Europe
333,Product D,2,83,2023-07-08,Asia
334,Product C,2,27,2023-05-11,North America
335,Product B,4,78,2023-07-31,North America
336,Product D,4,48,2023-04-23,North America
337,Product A,4,69,2023-02-13,South America
338,Product C,1,52,2023-05-08,South America
339,Product D,3,54,2023-12-30,North America
340,Product D,4,32,2023-06-07,North America
341,Product C,4,78,2023-09-30,Asia
342,Product D,1,15,2023-11-11,South America
343,Product C,4,65,2023-12-21,South America
344,Product B,1,13,2023-12-06,North America
345,Product C,2,32,2023-02-14,Asia
346,Product C,4,15,2023-04-18,Asia
347,Product C,4,41,2023-08-07,North America
348,Product D,2,27,2023-11-14,North America
349,Product D,2,24,2023-11-11,South America
350,Product C,2,49,2023-06-26,North America
351,Product D,4,82,2023-08-16,Europe
352,Product A,3,83,2023-07-10,Asia
353,Product A,3,93,2023-06-09,North America
354,Product D,3,15,2023-09-24,Europe
355,Product D,4,72,2023-12-24,Asia
356,Product C,2,76,2023-11-22,Europe
357,Product B,4,20,2023-07-09,Europe
358,Product D,2,52,2023-06-24,North America
359,Product A,4,26,2023-10-17,Asia
360,Product C,4,13,2023-12-23,Europe
361,Product D,2,72,2023-05-25,South America
362,Product A,3,77,2023-08-20,Asia
363,Product A,2,90,2023-12-26,South America
364,Product B,1,50,2023-07-23,North America
365,Product C,1,92,2023-08-01,South America
366,Product C,2,14,2023-02-09,Asia
367,Product B,4,41,2023-10-02,Europe
368,Product B,1,95,2023-11-19,Europe
369,Product C,1,79,2023-03-23,Asia
370,Product C,4,44,2023-06-30,Europe
371,Product D,4,31,2023-11-16,South America
372,Product D,3,74,2023-03-24,Europe
373,Product B,4,93,2023-10-30,Europe
374,Product D,2,31,2023-09-19,South America
375,Product A,2,20,2023-09-29,South America
376,Product D,3,86,2023-07-19,South America
377,Product D,1,12,2023-08-28,North America
378,Product A,1,18,2023-06-29,South America
379,Product B,4,69,2023-06-20,South America
380,Product A,2,85,2023-10-22,North America
381,Product D,1,96,2023-06-26,Europe
382,Product B,3,23,2023-08-25,South America
383,Product D,3,27,2023-05-18,Asia
384,Product A,2,82,2023-11-23,South America
385,Product A,3,32,2023-11-07,South America
386,Product D,3,83,2023-05-09,North America
387,Product C,2,92,2023-02-18,Asia
388,Product C,4,56,2023-06-13,Europe
389,Product A,4,78,2023-10-04,Europe
390,Product A,3,56,2023-10-20,Asia
391,Product C,4,96,2023-04-26,South America
392,Product C,4,39,2023-01-24,North America
393,Product D,3,34,2023-11-07,Asia
394,Product D,4,37,2023-01-25,Asia
395,Product C,3,34,2023-05-07,Europe
396,Product D,1,83,2023-08-22,North America
397,Product D,2,87,2023-07-28,Asia
398,Product B,2,67,2023-04-03,North America
399,Product D,4,50,2023-04-04,South America
400,Product A,4,34,2023-11-23,Europe
401,Product D,4,87,2023-08-13,South America
402,Product D,2,57,2023-10-07,North America
403,Product C,1,19,2023-01-11,South America
404,Product A,1,84,2023-11-25,Europe
405,Product D,2,20,2023-01-12,North America
406,Product D,1,94,2023-02-04,Asia
407,Product B,2,30,2023-08-16,South America
408,Product D,1,95,2023-08-08,Europe
409,Product D,3,54,2023-05-21,Asia
410,Product B,3,16,2023-01-23,Europe
411,Product C,2,90,2023-03-24,North America
412,Product D,1,73,2023-08-17,North America
413,Product B,4,73,2023-12-10,South America
414,Product A,1,11,2023-03-21,Europe
415,Product C,3,85,2023-12-19,Europe
416,Product A,3,51,2023-10-17,Europe
417,Product A,1,91,2023-11-27,North America
418,Product B,1,63,2023-06-08,South America
419,Product D,4,84,2023-05-08,Europe
420,Product B,4,25,2023-07-09,Europe
421,Product B,1,27,2023-01-31,Asia
422,Product B,1,68,2023-12-25,Europe
423,Product B,1,99,2023-01-15,South America
424,Product C,1,25,2023-11-09,Asia
425,Product D,2,15,2023-03-16,Asia
426,Product A,1,66,2023-02-03,Asia
427,Product A,4,56,2023-12-25,North America
428,Product D,3,57,2023-07-15,Asia
429,Product A,2,51,2023-11-27,Europe
430,Product D,1,85,2023-01-29,North America
431,Product A,3,69,2023-07-13,North America
432,Product B,2,86,2023-01-16,North America
433,Product A,3,13,2023-03-18,North America
434,Product D,1,11,2023-10-20,North America
435,Product D,1,99,2023-03-22,North America
436,Product D,4,68,2023-05-04,North America
437,Product D,1,36,2023-01-19,Asia
438,Product D,1,36,2023-04-12,South America
439,Product C,2,88,2023-03-18,Europe
440,Product C,4,81,2023-08-17,Europe
441,Product A,2,16,2023-10-24,Asia
442,Product D,3,72,2023-07-22,Asia
443,Product A,1,55,2023-03-02,North America
444,Product D,3,72,2023-01-26,South America
445,Product D,2,21,2023-03-12,North America
446,Product C,1,22,2023-04-13,Asia
447,Product C,1,52,2023-11-22,North America
448,Product B,2,26,2023-12-29,Europe
449,Product C,2,72,2023-06-06,Europe
450,Product B,2,90,2023-12-29,North America
451,Product B,2,45,2023-12-25,South America
452,Product B,2,94,2023-07-13,North America
453,Product B,1,17,2023-10-02,North America
454,Product B,2,78,2023-11-20,South America
455,Product A,1,99,2023-07-05,South America
456,Product C,1,89,2023-11-22,South America
457,Product B,2,45,2023-04-23,Europe
458,Product D,2,37,2023-11-09,North America
459,Product C,4,56,2023-06-14,Asia
460,Product C,1,85,2023-03-02,South America
461,Product B,2,39,2023-04-02,South America
462,Product A,2,32,2023-10-13,North America
463,Product B,2,25,2023-06-02,Asia
464,Product A,4,23,2023-08-13,North America
465,Product D,4,83,2023-05-07,North America
466,Product C,3,80,2023-07-12,South America
467,Product D,1,61,2023-04-25,South America
468,Product A,3,46,2023-09-19,Europe
469,Product A,2,38,2023-01-18,Asia
470,Product D,4,76,2023-01-10,Asia
471,Product A,4,24,2023-04-02,South America
472,Product D,3,56,2023-05-19,South America
473,Product C,4,55,2023-11-29,South America
474,Product D,2,61,2023-12-23,Asia
475,Product C,4,28,2023-12-06,Europe
476,Product D,3,86,2023-02-21,Asia
477,Product A,2,30,2023-07-14,South America
478,Product D,3,73,2023-07-25,South America
479,Product A,4,46,2023-10-14,Europe
480,Product D,3,36,2023-04-03,North America
481,Product D,3,64,2023-11-05,North America
482,Product B,1,38,2023-05-25,Asia
483,Product A,4,29,2023-03-27,North America
484,Product B,4,34,2023-06-02,North America
485,Product A,3,79,2023-01-02,Asia
486,Product B,1,72,2023-12-08,South America
487,Product C,4,45,2023-09-17,North America
488,Product D,2,11,2023-06-13,South America
489,Product A,3,31,2023-01-06,Asia
490,Product A,4,25,2023-05-29,South America
491,Product D,2,27,2023-07-24,South America
492,Product A,4,78,2023-04-28,Asia
493,Product A,2,63,2023-03-30,South America
494,Product B,3,39,2023-06-03,North America
495,Product A,4,54,2023-06-16,North America
496,Product C,4,28,2023-06-10,North America
497,Product C,1,96,2023-09-27,North America
498,Product D,3,43,2023-02-25,South America
499,Product A,2,22,2023-08-16,North America
500,Product D,4,52,2023-12-03,South America
501,Product C,4,71,2023-05-29,Europe
502,Product A,2,31,2023-02-15,South America
503,Product A,3,61,2023-05-24,North America
504,Product D,1,61,2023-08-26,Europe
505,Product C,1,45,2023-09-29,Asia
506,Product A,4,82,2023-04-30,South America
507,Product D,2,28,2023-12-06,North America
508,Product C,4,47,2023-08-08,North America
509,Product D,2,79,2023-01-08,North America
510,Product B,1,88,2023-12-10,Asia
511,Product A,3,66,2023-10-02,Europe
512,Product B,2,29,2023-12-19,Europe
513,Product C,1,18,2023-03-07,North America
514,Product B,4,41,2023-03-20,South America
515,Product B,2,13,2023-03-27,North America
516,Product C,3,59,2023-05-04,North America
517,Product D,4,91,2023-07-21,South America
518,Product B,4,14,2023-05-30,North America
519,Product D,1,29,2023-02-15,Asia
520,Product B,2,96,2023-04-23,North America
521,Product D,4,84,2023-04-01,Asia
522,Product C,3,46,2023-05-21,North America
523,Product B,2,31,2023-10-16,Europe
524,Product C,3,67,2023-08-06,South America
525,Product B,4,77,2023-03-18,Europe
526,Product C,3,53,2023-11-30,North America
527,Product C,1,43,2023-06-01,North America
528,Product B,3,86,2023-11-19,Asia
529,Product B,2,51,2023-08-27,North America
530,Product B,3,18,2023-04-25,North America
531,Product A,3,16,2023-11-15,North America
532,Product D,1,77,2023-04-04,Europe
533,Product A,3,28,2023-02-17,Asia
534,Product A,3,40,2023-07-10,Europe
535,Product C,4,44,2023-01-12,Asia
536,Product B,4,66,2023-06-05,Europe
537,Product D,2,94,2023-06-21,North America
538,Product C,4,70,2023-10-23,Europe
539,Product A,4,40,2023-06-26,Europe
540,Product B,4,92,2023-12-07,Asia
541,Product C,4,62,2023-02-26,Asia
542,Product B,1,41,2023-12-09,Europe
543,Product C,4,75,2023-12-06,Asia
544,Product B,1,68,2023-07-22,Asia
545,Product A,1,19,2023-07-04,Asia
546,Product D,4,11,2023-05-01,South America
547,Product A,3,75,2023-08-14,Asia
548,Product D,1,69,2023-07-21,South America
549,Product B,3,97,2023-11-26,South America
550,Product C,3,26,2023-12-29,Asia
551,Product A,4,25,2023-12-22,Europe
552,Product D,2,25,2023-08-04,Asia
553,Product A,4,55,2023-02-12,North America
554,Product D,2,48,2023-01-23,Europe
555,Product A,2,40,2023-06-04,South America
556,Product D,4,97,2023-07-05,South America
557,Product D,4,10,2023-09-06,Europe
558,Product B,2,20,2023-08-25,Europe
559,Product D,4,94,2023-10-20,Asia
560,Product B,2,13,2023-05-14,South America
561,Product D,3,80,2023-11-17,North America
562,Product C,4,35,2023-01-22,Asia
563,Product C,3,59,2023-12-27,Europe
564,Product C,1,21,2023-03-29,South America
565,Product D,3,90,2023-06-02,Europe
566,Product B,3,84,2023-05-05,Europe
567,Product B,2,74,2023-03-20,Europe
568,Product D,3,56,2023-12-12,Asia
569,Product C,4,62,2023-02-20,North America
570,Product C,2,80,2023-08-04,North America
571,Product B,1,11,2023-06-25,South America
572,Product C,4,33,2023-12-24,Europe
573,Product A,1,13,2023-09-10,North America
574,Product B,3,28,2023-09-03,Europe
575,Product C,4,35,2023-08-15,South America
576,Product B,4,84,2023-04-16,Europe
577,Product A,1,49,2023-07-12,North America
578,Product B,4,59,2023-11-12,Europe
579,Product B,4,52,2023-10-29,North America
580,Product B,4,84,2023-02-05,South America
581,Product B,3,76,2023-07-23,Europe
582,Product A,1,21,2023-09-24,North America
583,Product D,4,76,2023-09-25,South America
584,Product B,2,36,2023-06-19,Europe
585,Product B,2,63,2023-02-08,South America
586,Product C,2,75,2023-05-19,North America
587,Product B,2,58,2023-10-19,Europe
588,Product C,3,25,2023-02-21,Europe
589,Product D,4,11,2023-10-14,Europe
590,Product A,1,69,2023-10-16,South America
591,Product A,4,63,2023-05-21,South America
592,Product D,3,39,2023-05-26,North America
593,Product A,2,93,2023-11-10,Asia
594,Product D,3,47,2023-07-03,Europe
595,Product D,4,37,2023-06-01,Europe
596,Product D,1,34,2023-07-20,North America
597,Product A,3,19,2023-05-08,Europe
598,Product C,1,69,2023-10-14,South America
599,Product D,3,51,2023-11-07,South America
600,Product B,1,49,2023-09-10,Europe
601,Product A,1,86,2023-09-23,Europe
602,Product D,2,51,2023-07-07,South America
603,Product D,1,56,2023-08-18,Europe
604,Product B,2,46,2023-09-28,South America
605,Product C,4,89,2023-09-16,Asia
606,Product C,4,31,2023-10-26,Asia
607,Product C,2,66,2023-07-17,Europe
608,Product D,2,93,2023-11-19,Europe
609,Product D,3,36,2023-02-25,Europe
610,Product D,3,50,2023-11-15,South America
611,Product A,3,89,2023-07-22,Asia
612,Product B,4,43,2023-09-28,Asia
613,Product D,3,41,2023-04-19,North America
614,Product B,1,99,2023-04-26,North America
615,Product B,1,98,2023-04-02,Europe
616,Product C,3,75,2023-05-18,South America
617,Product A,1,21,2023-10-30,Europe
618,Product D,4,49,2023-02-26,Asia
619,Product C,1,82,2023-02-19,Europe
620,Product C,4,85,2023-03-12,Europe
621,Product D,2,99,2023-03-23,Asia
622,Product B,2,82,2023-04-15,Asia
623,Product C,2,19,2023-03-29,Asia
624,Product B,2,57,2023-01-02,Asia
625,Product A,1,29,2023-12-26,North America
626,Product B,3,48,2023-03-25,South America
627,Product A,1,69,2023-02-12,South America
628,Product B,4,75,2023-06-03,Asia
629,Product C,1,74,2023-11-23,South America
630,Product C,1,60,2023-04-04,South America
631,Product A,4,45,2023-10-25,South America
632,Product D,2,33,2023-05-13,South America
633,Product A,2,36,2023-03-06,Asia
634,Product A,2,11,2023-10-17,Europe
635,Product B,3,40,2023-09-14,Europe
636,Product B,4,66,2023-08-01,Europe
637,Product A,4,87,2023-05-28,North America
638,Product C,1,75,2023-03-02,South America
639,Product B,3,38,2023-05-29,Asia
640,Product D,2,24,2023-03-29,Asia
641,Product B,3,21,2023-11-20,North America
642,Product B,4,37,2023-10-05,Asia
643,Product D,4,93,2023-03-23,Europe
644,Product A,1,33,2023-05-09,North America
645,Product D,1,30,2023-10-13,Asia
646,Product A,4,19,2023-12-19,North America
647,Product A,2,87,2023-10-07,North America
648,Product A,2,27,2023-09-27,Asia
649,Product D,3,97,2023-10-19,Europe
650,Product A,4,23,2023-07-22,Asia
651,Product C,4,43,2023-01-24,South America
652,Product D,2,67,2023-12-17,South America
653,Product C,2,85,2023-11-07,Asia
654,Product A,4,31,2023-07-27,Europe
655,Product B,1,79,2023-10-07,South America
656,Product A,4,45,2023-07-24,South America
657,Product C,4,54,2023-06-01,Asia
658,Product C,2,45,2023-01-26,Asia
659,Product D,2,31,2023-07-13,Asia
660,Product B,1,87,2023-12-02,North America
661,Product D,1,89,2023-08-26,North America
662,Product C,3,70,2023-11-17,North America
663,Product A,4,65,2023-03-16,Asia
664,Product B,2,98,2023-06-12,Europe
665,Product A,1,42,2023-10-26,South America
666,Product A,3,54,2023-01-29,North America
667,Product B,3,45,2023-06-14,Europe
668,Product D,2,29,2023-12-03,Asia
669,Product A,2,27,2023-07-05,North America
670,Product C,3,47,2023-02-23,Asia
671,Product A,1,76,2023-10-22,Europe
672,Product B,3,32,2023-02-11,North America
673,Product B,4,25,2023-10-12,North America
674,Product B,4,68,2023-05-18,North America
675,Product D,2,78,2023-07-06,North America
676,Product A,1,77,2023-07-23,Europe
677,Product D,1,30,2023-02-11,North America
678,Product D,4,87,2023-12-16,South America
679,Product B,3,87,2023-10-15,South America
680,Product B,2,79,2023-01-26,Asia
681,Product D,3,21,2023-02-25,North America
